,id,population,x,y
0,0,0.5356890275850024,0.2660987188271364,0.1560778887127533
1,1,0.7367513080126231,0.48669493599848923,0.9011953677602779
2,2,0.346310397999559,0.04404689135808415,0.5763718306383091
3,3,0.35049744613070644,0.5224010157852189,0.2889729066601314
4,4,0.7925089928535146,0.8961520014812746,0.9294622606666278
5,5,0.824678360995298,0.6754494524770613,0.7059975236799438
6,6,0.36027899636073324,0.6904045711402912,0.15453660144023917
7,7,0.12126132904518971,0.5753257295202898,0.8521847012510368
8,8,0.020750366411935284,0.7946873552184772,0.9275827589187061
9,9,0.6245329261611308,0.24101847126663323,0.041972849010672664
10,10,0.19686437469052365,0.40599575115800013,0.11522651513586435
11,11,0.6387423843202517,0.6299844863993809,0.1485254054315609
12,12,0.34623206944611984,0.2842346113051045,0.13729964030409114
13,13,0.21110100364991669,0.25678271866748525,0.27424206489892
14,14,0.07021638136035946,0.5140479790827377,0.5522660669490347
15,15,0.8555041895841446,0.6655240828981472,0.07860690326743802
16,16,0.6552842595330043,0.1545823834834461,0.7363340057626737
17,17,0.6820339989741938,0.6262934167054917,0.003650969775007118
18,18,0.07835787889193857,0.1756242480642073,0.04190952924913005
19,19,0.7603776679540262,0.6157166416022094,0.3815069937211022
20,20,0.05431211621480858,0.3148324604433582,0.02152747495081997
21,21,0.7688115465880143,0.4826992934289922,0.09664915782312333
22,22,0.7485107106650436,0.7725658355595256,0.12985274485677079
23,23,0.2967734086168078,0.27209324326906714,0.7223685413835583
24,24,0.13676615799386538,0.5532130655894533,0.8171411044430743
25,25,0.10975135744139908,0.233682855440133,0.08227660577378737
26,26,0.12149938684091866,0.04244924491131985,0.48999205565783266
27,27,0.43202534108430335,0.017949428793590183,0.030175449003561727
28,28,0.5919829133823059,0.5282436691194292,0.2789431541612746
29,29,0.33759314271968655,0.9883148498627682,0.8111388328819016
30,30,0.036138352878791635,0.9832723725108306,0.7663693403804899
31,31,0.9548801647264118,0.3872294210704297,0.6287924987920385
32,32,0.43835275684091957,0.7476320807000657,0.4546296685116673
33,33,0.8571412681983381,0.615034730289955,0.24844960368921376
34,34,0.25836513732682886,0.5035391041926999,0.8750851235709689
35,35,0.3758278961174525,0.892293755800713,0.8036175557768228
36,36,0.49237698545095954,0.7283251580169691,0.1126265256880078
37,37,0.13617822595112972,0.01749388334590274,0.18608702556335166
38,38,0.08451503298280394,0.3334436775563877,0.6209564743081628
39,39,0.3337388275591625,0.43695107270260636,0.4127628711116732
40,40,0.6113656868458368,0.7482711501131006,0.9298045637426114
41,41,0.4606831032014752,0.3359371578523661,0.9137262945936266
42,42,0.7844593136169933,0.39664468196596225,0.9397370029830088
43,43,0.31562937014199566,0.2239550462746106,0.02423178403966708
44,44,0.3288844965254749,0.6280140847355886,0.7458166687031945
45,45,0.19864160576485956,0.7173210609834881,0.5265061646327779
46,46,0.2494597820514155,0.10255725349664069,0.36380982822250063
47,47,0.7630671466016651,0.1356173761799606,0.16178703400471017
48,48,0.44599576219854364,0.07438098108471991,0.567465455509058
49,49,0.5060175962675498,0.23645343262287843,0.6259587525406819
50,50,0.43808318950897174,0.8177061339738227,0.08015351692697215
51,51,0.7079640405109571,0.5136800088305432,0.9259650827699455
52,52,0.30749185204722584,0.054965903216986356,0.736048738109665
53,53,0.8610705540995818,0.4550682903644474,0.8716837892260252
54,54,0.28167664340497245,0.7422504589535407,0.7018018430971246
55,55,0.4113055417571565,0.7955592705504991,0.060303484668236984
